,target,output,question
0,yes,$no$ ,The football before the garden was in the kitchen.
1,no,$no$ ,The football before the garden was in the office.
2,yes,$yes$ ,The apple before the kitchen was in the bathroom.
3,no,$no$,The apple before the kitchen was in the garden.
4,yes,$yes$ ,The apple before the garden was in the kitchen.
5,no,$no$ ,The apple before the garden was in the bedroom.
6,yes,$no$,The apple before the bedroom was in the garden.
7,no,$no$ ,The apple before the bedroom was in the kitchen.
8,yes,$no$ ,The football before the bathroom was in the kitchen.
9,no,$no$,The football before the bathroom was in the hallway.
10,yes,$no$ ,The football before the hallway was in the office.
11,no,$no$ ,The football before the hallway was in the bedroom.
12,yes,$no$,The apple before the bathroom was in the garden.
13,no,$no$ ,The apple before the bathroom was in the kitchen.
14,yes,$no$ ,The milk before the bathroom was in the office.
15,no,$yes$ ,The milk before the bathroom was in the kitchen.
16,yes,$no$ ,The apple before the bathroom was in the hallway.
17,no,$no$ ,The apple before the bathroom was in the garden.
18,yes,$yes$ ,The milk before the garden was in the kitchen.
19,no,$no$ ,The milk before the garden was in the office.
20,yes,$yes$ ,The milk before the bedroom was in the kitchen.
21,no,$no$ ,The milk before the bedroom was in the garden.
22,yes,$no$ ,The football before the hallway was in the garden.
23,no,$no$ ,The football before the hallway was in the office.
24,yes,$yes$ ,The milk before the kitchen was in the hallway.
25,no,$no$ ,The milk before the kitchen was in the office.
26,yes,$yes$ ,The apple before the bathroom was in the bedroom.
27,no,$no$ ,The apple before the bathroom was in the garden.
28,yes,$yes$ ,The apple before the bathroom was in the bedroom.
29,no,$no$ ,The apple before the bathroom was in the bathroom.
30,yes,$yes$ ,The milk before the office was in the kitchen.
31,no,$no$ ,The milk before the office was in the hallway.
32,yes,$no$ ,The milk before the kitchen was in the bedroom.
33,no,$no$ ,The milk before the kitchen was in the bathroom.
34,yes,$no$ ,The football before the kitchen was in the bathroom.
35,no,$yes$ ,The football before the kitchen was in the bedroom.
36,yes,$no$ ,The milk before the office was in the garden.
37,no,$yes$ ,The milk before the office was in the bathroom.
38,yes,$no$ ,The football before the bedroom was in the bathroom.
39,no,$no$ ,The football before the bedroom was in the bedroom.
40,yes,$yes$ ,The milk before the office was in the kitchen.
41,no,$yes$ ,The milk before the office was in the bedroom.
42,yes,$yes$ ,The apple before the garden was in the kitchen.
43,no,$yes$ ,The apple before the garden was in the bedroom.
44,yes,$no$ ,The milk before the office was in the bedroom.
45,no,$yes$ ,The milk before the office was in the kitchen.
46,yes,$no$ ,The apple before the bedroom was in the hallway.
47,no,$no$ ,The apple before the bedroom was in the garden.
48,yes,$no$ ,The apple before the kitchen was in the bedroom.
49,no,$no$ ,The apple before the kitchen was in the kitchen.
50,yes,$yes$ ,The apple before the hallway was in the bathroom.
51,no,$no$ ,The apple before the hallway was in the bedroom.
52,yes,$no$ ,The milk before the office was in the bathroom.
53,no,$yes$ ,The milk before the office was in the hallway.
54,yes,$no$ ,The football before the bedroom was in the office.
55,no,$yes$ ,The football before the bedroom was in the garden.
56,yes,$no$ ,The football before the hallway was in the bedroom.
57,no,$no$ ,The football before the hallway was in the hallway.
58,yes,$yes$ ,The apple before the bedroom was in the kitchen.
59,no,$yes$ ,The apple before the bedroom was in the bedroom.
60,yes,$no$ ,The football before the bathroom was in the hallway.
61,no,$no$,The football before the bathroom was in the kitchen.
62,yes,$yes$ ,The milk before the garden was in the kitchen.
63,no,$yes$ ,The milk before the garden was in the hallway.
64,yes,$no$ ,The milk before the garden was in the office.
65,no,$yes$,The milk before the garden was in the kitchen.
66,yes,$yes$ ,The milk before the garden was in the bedroom.
67,no,$yes$ ,The milk before the garden was in the hallway.
68,yes,$no$,The football before the bedroom was in the hallway.
