,target,output,question
0,yes,$no$,To the east of the bathroom is the bedroom.
1,no,$no$,To the east of the bathroom is the garden.
2,yes,no,To the south of the fice is the kitchen.
3,no,$no$,To the south of the fice is the garden.
4,yes,no ,To the north of the fice is the garden.
5,no,no ,To the north of the fice is the kitchen.
6,yes,$no$,To the north of the bedroom is the garden.
7,no,$no$,To the north of the bedroom is the kitchen.
8,yes,$no$,To the south of the bathroom is the garden.
9,no,no ,To the south of the bathroom is the hallway.
10,yes,no ,To the north of the bedroom is the office.
11,no,no ,To the north of the bedroom is the kitchen.
12,yes,$no$ ,To the north of the garden is the bathroom.
13,no,$no$,To the north of the garden is the garden.
14,yes,no ,To the west of the fice is the bedroom.
15,no,$no$,To the west of the fice is the kitchen.
16,yes,no ,To the south of the garden is the kitchen.
17,no,no ,To the south of the garden is the hallway.
18,yes,no ,To the north of the hallway is the bathroom.
19,no,no ,To the north of the hallway is the garden.
20,yes,$no$ ,To the south of the hallway is the bedroom.
21,no,$no$,To the south of the hallway is the kitchen.
22,yes,$yes$ ,To the east of the bedroom is the office.
23,no,$no$ ,To the east of the bedroom is the hallway.
24,yes,$no$ ,To the north of the garden is the hallway.
25,no,$no$ ,To the north of the garden is the garden.
26,yes,no ,To the west of the garden is the bedroom.
27,no,$no$,To the west of the garden is the hallway.
28,yes,$yes$ ,To the east of the bathroom is the hallway.
29,no,$no$,To the east of the bathroom is the kitchen.
30,yes,$no$ ,To the west of the fice is the bathroom.
31,no,no ,To the west of the fice is the kitchen.
32,yes,no,To the west of the bedroom is the bathroom.
33,no,$no$,To the west of the bedroom is the office.
34,yes,no ,To the north of the hallway is the kitchen.
35,no,no ,To the north of the hallway is the garden.
36,yes,$yes$ ,To the south of the kitchen is the bathroom.
37,no,$no$,To the south of the kitchen is the kitchen.
38,yes,$no$,To the south of the bedroom is the office.
39,no,$no$,To the south of the bedroom is the kitchen.
40,yes,$no$ ,To the west of the hallway is the bedroom.
41,no,$no$ ,To the west of the hallway is the office.
42,yes,yes ,To the east of the bedroom is the office.
43,no,$no$ ,To the east of the bedroom is the bathroom.
44,yes,$no$,To the south of the hallway is the bedroom.
45,no,$no$ ,To the south of the hallway is the garden.
46,yes,$no$ ,To the west of the bedroom is the kitchen.
47,no,no ,To the west of the bedroom is the garden.
48,yes,$no$,To the south of the bathroom is the bedroom.
49,no,$no$,To the south of the bathroom is the bathroom.
50,yes,$no$,To the west of the bathroom is the hallway.
51,no,$no$ ,To the west of the bathroom is the bathroom.
52,yes,no,To the south of the hallway is the office.
53,no,$no$ ,To the south of the hallway is the kitchen.
54,yes,$no$,To the east of the fice is the bedroom.
55,no,no,To the east of the fice is the kitchen.
56,yes,yes ,To the west of the bathroom is the garden.
57,no,$no$ ,To the west of the bathroom is the bedroom.
58,yes,$no$ ,To the north of the garden is the kitchen.
59,no,$no$ ,To the north of the garden is the office.
60,yes,$no$ ,To the east of the garden is the office.
61,no,$no$ ,To the east of the garden is the hallway.
62,yes,$no$ ,To the south of the hallway is the bathroom.
63,no,no ,To the south of the hallway is the garden.
64,yes,no ,To the east of the fice is the garden.
65,no,no,To the east of the fice is the office.
66,yes,$no$ ,To the south of the hallway is the bedroom.
67,no,$no$ ,To the south of the hallway is the hallway.
68,yes,no ,To the east of the hallway is the garden.
69,no,no ,To the east of the hallway is the kitchen.
70,yes,$no$ ,To the south of the hallway is the kitchen.
71,no,no ,To the south of the hallway is the bedroom.
72,yes,no ,To the west of the kitchen is the bathroom.
73,no,$no$,To the west of the kitchen is the kitchen.
74,yes,$yes$ ,To the west of the bathroom is the kitchen.
75,no,no,To the west of the bathroom is the hallway.
76,yes,$no$ ,To the south of the garden is the bathroom.
77,no,$no$,To the south of the garden is the office.
78,yes,$yes$ ,To the south of the garden is the bedroom.
79,no,no ,To the south of the garden is the office.
80,yes,$yes$,To the west of the bathroom is the bedroom.
81,no,$no$,To the west of the bathroom is the garden.
82,yes,$no$,To the west of the fice is the garden.
83,no,$no$,To the west of the fice is the office.
84,yes,$yes$ ,To the west of the hallway is the bathroom.
85,no,no ,To the west of the hallway is the garden.
86,yes,yes ,To the north of the kitchen is the hallway.
87,no,no ,To the north of the kitchen is the bedroom.
88,yes,$no$ ,To the north of the hallway is the bathroom.
89,no,$no$,To the north of the hallway is the hallway.
90,yes,$no$ ,To the south of the bedroom is the office.
91,no,$no$ ,To the south of the bedroom is the garden.
92,yes,no ,To the west of the fice is the kitchen.
93,no,no ,To the west of the fice is the bathroom.
94,yes,no ,To the south of the fice is the bedroom.
95,no,no ,To the south of the fice is the office.
96,yes,no,To the east of the kitchen is the office.
97,no,$no$,To the east of the kitchen is the garden.
98,yes,$yes$ ,To the south of the bathroom is the hallway.
99,no,$no$ ,To the south of the bathroom is the bedroom.
100,yes,$yes$ ,To the east of the bathroom is the hallway.
101,no,$no$,To the east of the bathroom is the office.
102,yes,no,To the south of the fice is the bathroom.
103,no,$no$ ,To the south of the fice is the bedroom.
104,yes,no,To the east of the hallway is the office.
105,no,no,To the east of the hallway is the bedroom.
106,yes,$no$,To the south of the bedroom is the kitchen.
107,no,$no$,To the south of the bedroom is the garden.
108,yes,no ,To the west of the hallway is the kitchen.
109,no,$no$ ,To the west of the hallway is the office.
110,yes,$no$,To the east of the bedroom is the bathroom.
111,no,$no$,To the east of the bedroom is the kitchen.
112,yes,$no$,To the south of the kitchen is the bedroom.
113,no,$no$,To the south of the kitchen is the garden.
114,yes,no,To the west of the kitchen is the office.
115,no,$no$,To the west of the kitchen is the bedroom.
116,yes,$no$,To the south of the hallway is the kitchen.
117,no,no ,To the south of the hallway is the office.
118,yes,$no$ ,To the east of the bedroom is the office.
119,no,$no$ ,To the east of the bedroom is the bathroom.
120,yes,$no$,To the east of the kitchen is the bathroom.
121,no,$no$ ,To the east of the kitchen is the kitchen.
122,yes,$no$,To the south of the bathroom is the kitchen.
123,no,$no$,To the south of the bathroom is the office.
124,yes,no ,To the north of the kitchen is the bedroom.
125,no,no ,To the north of the kitchen is the kitchen.
126,yes,no ,To the east of the garden is the kitchen.
127,no,no ,To the east of the garden is the office.
128,yes,$no$ ,To the south of the hallway is the kitchen.
129,no,$no$ ,To the south of the hallway is the hallway.
130,yes,$no$ ,To the east of the garden is the kitchen.
131,no,$no$,To the east of the garden is the office.
132,yes,$no$ ,To the north of the garden is the hallway.
133,no,$no$ ,To the north of the garden is the garden.
134,yes,$no$,To the south of the bedroom is the garden.
135,no,$no$ ,To the south of the bedroom is the kitchen.
136,yes,no ,To the south of the hallway is the garden.
137,no,no ,To the south of the hallway is the bedroom.
138,yes,$no$,To the west of the kitchen is the office.
139,no,$no$ ,To the west of the kitchen is the kitchen.
140,yes,no ,To the east of the fice is the bedroom.
141,no,$no$,To the east of the fice is the garden.
142,yes,no ,To the south of the kitchen is the hallway.
143,no,$no$,To the south of the kitchen is the office.
144,yes,no ,To the east of the garden is the bedroom.
145,no,no ,To the east of the garden is the garden.
146,yes,$no$,To the west of the kitchen is the bedroom.
147,no,$no$ ,To the west of the kitchen is the office.
148,yes,no ,To the west of the fice is the kitchen.
149,no,$no$,To the west of the fice is the bathroom.
150,yes,no ,To the west of the bedroom is the bathroom.
151,no,$no$,To the west of the bedroom is the office.
152,yes,$no$ ,To the south of the bathroom is the office.
153,no,$no$ ,To the south of the bathroom is the bathroom.
154,yes,$yes$ ,To the north of the garden is the hallway.
155,no,$no$,To the north of the garden is the kitchen.
156,yes,$yes$ ,To the west of the bedroom is the bathroom.
157,no,no ,To the west of the bedroom is the garden.
158,yes,$no$,To the north of the bedroom is the kitchen.
159,no,$no$,To the north of the bedroom is the bathroom.
160,yes,$no$ ,To the east of the kitchen is the bedroom.
161,no,$no$ ,To the east of the kitchen is the bathroom.
162,yes,$no$,To the east of the bathroom is the garden.
163,no,no ,To the east of the bathroom is the bedroom.
164,yes,$no$,To the west of the garden is the hallway.
165,no,no ,To the west of the garden is the office.
166,yes,no,To the north of the fice is the kitchen.
167,no,no ,To the north of the fice is the hallway.
168,yes,$no$ ,To the east of the bathroom is the bedroom.
169,no,$no$,To the east of the bathroom is the hallway.
170,yes,$yes$ ,To the east of the garden is the kitchen.
171,no,no ,To the east of the garden is the bathroom.
172,yes,$no$,To the west of the hallway is the kitchen.
173,no,$no$ ,To the west of the hallway is the office.
174,yes,$no$,To the east of the garden is the bathroom.
175,no,no,To the east of the garden is the garden.
176,yes,no ,To the north of the fice is the hallway.
177,no,no,To the north of the fice is the bathroom.
178,yes,$yes$ ,To the east of the fice is the bathroom.
179,no,$no$ ,To the east of the fice is the kitchen.
180,yes,no,To the north of the garden is the bathroom.
181,no,$no$ ,To the north of the garden is the garden.
182,yes,$yes$ ,To the east of the bedroom is the hallway.
183,no,$no$ ,To the east of the bedroom is the bedroom.
184,yes,$yes$ ,To the south of the hallway is the kitchen.
185,no,$no$ ,To the south of the hallway is the bathroom.
186,yes,$no$,To the north of the garden is the hallway.
187,no,no ,To the north of the garden is the office.
188,yes,no,To the west of the bathroom is the kitchen.
189,no,no,To the west of the bathroom is the bathroom.
190,yes,$no$,To the north of the garden is the bathroom.
191,no,$no$ ,To the north of the garden is the office.
192,yes,$no$ ,To the south of the bedroom is the bathroom.
193,no,$no$ ,To the south of the bedroom is the hallway.
194,yes,$no$,To the west of the bedroom is the bathroom.
195,no,$no$,To the west of the bedroom is the kitchen.
196,yes,$no$,To the south of the hallway is the bedroom.
197,no,$no$ ,To the south of the hallway is the garden.
198,yes,$yes$,To the north of the bedroom is the kitchen.
199,no,no ,To the north of the bedroom is the bathroom.
