,target,output,question
0,yes,no,To the east of the bathroom is the bedroom.
1,no,$yes$,To the east of the bathroom is the hallway.
2,yes,$yes$,To the south of the fice is the kitchen.
3,no,no,To the south of the fice is the bedroom.
4,yes,no,To the north of the fice is the garden.
5,no,no,To the north of the fice is the hallway.
6,yes,no,To the north of the bedroom is the garden.
7,no,no,To the north of the bedroom is the office.
8,yes,$no$,To the south of the bathroom is the garden.
9,no,$yes$,To the south of the bathroom is the kitchen.
10,yes,$yes$,To the north of the bedroom is the office.
11,no,$no$,To the north of the bedroom is the kitchen.
12,yes,$yes$,To the north of the garden is the bathroom.
13,no,no,To the north of the garden is the hallway.
14,yes,$no$,To the west of the fice is the bedroom.
15,no,no,To the west of the fice is the office.
16,yes,no,To the south of the garden is the kitchen.
17,no,no,To the south of the garden is the bedroom.
18,yes,no,To the north of the hallway is the bathroom.
19,no,no,To the north of the hallway is the kitchen.
20,yes,no,To the south of the hallway is the bedroom.
21,no,no,To the south of the hallway is the office.
22,yes,$yes$,To the east of the bedroom is the office.
23,no,no,To the east of the bedroom is the kitchen.
24,yes,$no$,To the north of the garden is the hallway.
25,no,no,To the north of the garden is the office.
26,yes,no,To the west of the garden is the bedroom.
27,no,no,To the west of the garden is the office.
28,yes,$yes$,To the east of the bathroom is the hallway.
29,no,$no$,To the east of the bathroom is the office.
30,yes,$no$,To the west of the fice is the bathroom.
31,no,$no$,To the west of the fice is the garden.
32,yes,$yes$,To the west of the bedroom is the bathroom.
33,no,no,To the west of the bedroom is the hallway.
34,yes,$yes$,To the north of the hallway is the kitchen.
35,no,no,To the north of the hallway is the garden.
36,yes,$yes$,To the south of the kitchen is the bathroom.
37,no,no,To the south of the kitchen is the garden.
38,yes,$yes$,To the south of the bedroom is the office.
39,no,$no$,To the south of the bedroom is the bathroom.
40,yes,no,To the west of the hallway is the bedroom.
41,no,no,To the west of the hallway is the office.
42,yes,$yes$,To the east of the bedroom is the office.
43,no,$yes$,To the east of the bedroom is the bathroom.
44,yes,no,To the south of the hallway is the bedroom.
45,no,no,To the south of the hallway is the hallway.
46,yes,no,To the west of the bedroom is the kitchen.
47,no,no,To the west of the bedroom is the garden.
48,yes,$yes$,To the south of the bathroom is the bedroom.
49,no,$no$,To the south of the bathroom is the garden.
50,yes,$yes$,To the west of the bathroom is the hallway.
51,no,no,To the west of the bathroom is the bedroom.
52,yes,$yes$,To the south of the hallway is the office.
53,no,$no$,To the south of the hallway is the garden.
54,yes,$no$,To the east of the fice is the bedroom.
55,no,$no$,To the east of the fice is the bathroom.
56,yes,$yes$,To the west of the bathroom is the garden.
57,no,$yes$,To the west of the bathroom is the hallway.
58,yes,no,To the north of the garden is the kitchen.
59,no,no,To the north of the garden is the office.
60,yes,$yes$,To the east of the garden is the office.
61,no,$no$,To the east of the garden is the garden.
62,yes,$yes$,To the south of the hallway is the bathroom.
63,no,$yes$,To the south of the hallway is the garden.
64,yes,$no$,To the east of the fice is the garden.
65,no,no,To the east of the fice is the hallway.
66,yes,$yes$,To the south of the hallway is the bedroom.
67,no,$yes$,To the south of the hallway is the kitchen.
68,yes,no,To the east of the hallway is the garden.
69,no,no,To the east of the hallway is the bathroom.
70,yes,$yes$,To the south of the hallway is the kitchen.
71,no,$no$,To the south of the hallway is the hallway.
72,yes,no,To the west of the kitchen is the bathroom.
73,no,no,To the west of the kitchen is the garden.
74,yes,no,To the west of the bathroom is the kitchen.
75,no,no,To the west of the bathroom is the office.
76,yes,no,To the south of the garden is the bathroom.
77,no,$no$,To the south of the garden is the hallway.
78,yes,no,To the south of the garden is the bedroom.
79,no,no,To the south of the garden is the kitchen.
80,yes,$no$,To the west of the bathroom is the bedroom.
81,no,no,To the west of the bathroom is the kitchen.
82,yes,no,To the west of the fice is the garden.
83,no,no,To the west of the fice is the bedroom.
84,yes,$yes$,To the west of the hallway is the bathroom.
85,no,no,To the west of the hallway is the office.
86,yes,$yes$,To the north of the kitchen is the hallway.
87,no,no,To the north of the kitchen is the bathroom.
88,yes,no,To the north of the hallway is the bathroom.
89,no,no,To the north of the hallway is the garden.
90,yes,no,To the south of the bedroom is the office.
91,no,$yes$,To the south of the bedroom is the bathroom.
92,yes,$yes$,To the west of the fice is the kitchen.
93,no,$no$,To the west of the fice is the office.
94,yes,$yes$,To the south of the fice is the bedroom.
95,no,$yes$,To the south of the fice is the hallway.
96,yes,no,To the east of the kitchen is the office.
97,no,no,To the east of the kitchen is the garden.
98,yes,$yes$,To the south of the bathroom is the hallway.
99,no,$yes$,To the south of the bathroom is the office.
100,yes,$yes$,To the east of the bathroom is the hallway.
101,no,no,To the east of the bathroom is the bedroom.
102,yes,no,To the south of the fice is the bathroom.
103,no,no,To the south of the fice is the office.
104,yes,no,To the east of the hallway is the office.
105,no,$yes$,To the east of the hallway is the bathroom.
106,yes,$no$,To the south of the bedroom is the kitchen.
107,no,$yes$,To the south of the bedroom is the hallway.
108,yes,no,To the west of the hallway is the kitchen.
109,no,$no$,To the west of the hallway is the hallway.
110,yes,no,To the east of the bedroom is the bathroom.
111,no,no,To the east of the bedroom is the hallway.
112,yes,no,To the south of the kitchen is the bedroom.
113,no,no,To the south of the kitchen is the office.
114,yes,no,To the west of the kitchen is the office.
115,no,no,To the west of the kitchen is the garden.
116,yes,$yes$,To the south of the hallway is the kitchen.
117,no,no,To the south of the hallway is the bedroom.
118,yes,no,To the east of the bedroom is the office.
119,no,no,To the east of the bedroom is the hallway.
120,yes,$yes$,To the east of the kitchen is the bathroom.
121,no,$yes$,To the east of the kitchen is the garden.
122,yes,no,To the south of the bathroom is the kitchen.
123,no,no,To the south of the bathroom is the hallway.
124,yes,no,To the north of the kitchen is the bedroom.
125,no,no,To the north of the kitchen is the office.
126,yes,no,To the east of the garden is the kitchen.
127,no,no,To the east of the garden is the hallway.
128,yes,$yes$,To the south of the hallway is the kitchen.
129,no,$no$,To the south of the hallway is the bathroom.
130,yes,no,To the east of the garden is the kitchen.
131,no,$no$,To the east of the garden is the garden.
132,yes,$yes$,To the north of the garden is the hallway.
133,no,no,To the north of the garden is the bedroom.
134,yes,no,To the south of the bedroom is the garden.
135,no,no,To the south of the bedroom is the bedroom.
136,yes,no,To the south of the hallway is the garden.
137,no,$no$,To the south of the hallway is the kitchen.
138,yes,$yes$,To the west of the kitchen is the office.
139,no,$yes$,To the west of the kitchen is the kitchen.
140,yes,$yes$,To the east of the fice is the bedroom.
141,no,$yes$,To the east of the fice is the kitchen.
142,yes,$yes$,To the south of the kitchen is the hallway.
143,no,$yes$,To the south of the kitchen is the bedroom.
144,yes,$yes$,To the east of the garden is the bedroom.
145,no,$no$,To the east of the garden is the garden.
146,yes,no,To the west of the kitchen is the bedroom.
147,no,no,To the west of the kitchen is the office.
148,yes,no,To the west of the fice is the kitchen.
149,no,no,To the west of the fice is the bedroom.
150,yes,no,To the west of the bedroom is the bathroom.
151,no,no,To the west of the bedroom is the hallway.
152,yes,no,To the south of the bathroom is the office.
153,no,no,To the south of the bathroom is the bedroom.
154,yes,$yes$,To the north of the garden is the hallway.
155,no,no,To the north of the garden is the office.
156,yes,$yes$,To the west of the bedroom is the bathroom.
157,no,$no$,To the west of the bedroom is the garden.
158,yes,no,To the north of the bedroom is the kitchen.
159,no,no,To the north of the bedroom is the bathroom.
160,yes,no,To the east of the kitchen is the bedroom.
161,no,$no$,To the east of the kitchen is the kitchen.
162,yes,no,To the east of the bathroom is the garden.
163,no,no,To the east of the bathroom is the bathroom.
164,yes,no,To the west of the garden is the hallway.
165,no,no,To the west of the garden is the office.
166,yes,no,To the north of the fice is the kitchen.
167,no,no,To the north of the fice is the garden.
168,yes,$yes$,To the east of the bathroom is the bedroom.
169,no,$no$,To the east of the bathroom is the hallway.
170,yes,no,To the east of the garden is the kitchen.
171,no,$no$,To the east of the garden is the garden.
172,yes,$yes$,To the west of the hallway is the kitchen.
173,no,no,To the west of the hallway is the office.
174,yes,$yes$,To the east of the garden is the bathroom.
175,no,$yes$,To the east of the garden is the garden.
176,yes,no,To the north of the fice is the hallway.
177,no,no,To the north of the fice is the office.
178,yes,$no$,To the east of the fice is the bathroom.
179,no,no,To the east of the fice is the garden.
180,yes,$no$,To the north of the garden is the bathroom.
181,no,$no$,To the north of the garden is the garden.
182,yes,$yes$,To the east of the bedroom is the hallway.
183,no,no,To the east of the bedroom is the garden.
184,yes,$yes$,To the south of the hallway is the kitchen.
185,no,$no$,To the south of the hallway is the bathroom.
186,yes,$no$,To the north of the garden is the hallway.
187,no,no,To the north of the garden is the office.
188,yes,$no$,To the west of the bathroom is the kitchen.
189,no,$no$,To the west of the bathroom is the garden.
190,yes,no,To the north of the garden is the bathroom.
191,no,$no$,To the north of the garden is the kitchen.
192,yes,$yes$,To the south of the bedroom is the bathroom.
193,no,$no$,To the south of the bedroom is the office.
194,yes,$yes$,To the west of the bedroom is the bathroom.
195,no,no,To the west of the bedroom is the bedroom.
196,yes,no,To the south of the hallway is the bedroom.
197,no,$no$,To the south of the hallway is the garden.
198,yes,$no$,To the north of the bedroom is the kitchen.
199,no,no,To the north of the bedroom is the hallway.
