,target,output,question
0,yes,$no$,Fred gave the football to Jeff.
1,no,$yes$,Fred gave the football to Bill.
2,yes,$yes$,Mary gave the milk to Bill.
3,no,$yes$,Mary gave the milk to Mary.
4,yes,$yes$,Fred gave the milk to Jeff.
5,no,$no$,Fred gave the milk to Fred.
6,yes,$yes$,Mary gave the milk to Fred.
7,no,$yes$,Mary gave the football to Fred.
8,yes,$yes$,Fred received the milk.
9,no,$no$,Mary received the milk.
10,yes,$yes$,Mary gave the apple to Jeff.
11,no,$no$,Mary gave the milk to Jeff.
12,yes,$yes$,Mary gave the apple to Jeff.
13,no,$yes$,Mary gave the milk to Jeff.
14,yes,$yes$,Fred gave the apple to Bill.
15,no,$yes$,Fred gave the football to Bill.
16,yes,$yes$,Jeff gave the milk to Fred.
17,no,$yes$,Mary gave the milk to Fred.
18,yes,$yes$,Fred gave the apple to Mary.
19,no,$no$,Jeff gave the apple to Mary.
20,yes,$yes$,Jeff received the football.
21,no,$yes$,Bill received the football.
22,yes,$yes$,Mary gave the football to Jeff.
23,no,$no$,Mary gave the football to Fred.
24,yes,$yes$,Mary gave the milk to Bill.
25,no,$yes$,Mary gave the apple to Bill.
26,yes,$yes$,Mary gave the milk to Bill.
27,no,$yes$,Mary gave the milk to Fred.
28,yes,$yes$,Mary gave the milk to Bill.
29,no,$yes$,Mary gave the football to Bill.
30,yes,$yes$,Fred gave the apple to Mary.
31,no,$yes$,Fred gave the football to Mary.
32,yes,$no$,Mary received the football.
33,no,$yes$,Jeff received the football.
34,yes,$yes$,Fred gave the apple to Bill.
35,no,$yes$,Fred gave the football to Bill.
36,yes,$no$,Jeff received the apple.
37,no,$no$,Bill received the apple.
38,yes,$yes$,Mary gave the football to Bill.
39,no,$yes$,Mary gave the football to Jeff.
40,yes,$yes$,Fred gave the milk to Jeff.
41,no,$yes$,Jeff gave the milk to Jeff.
42,yes,$yes$,Mary received the milk.
43,no,$yes$,Fred received the milk.
44,yes,$yes$,Mary gave the milk.
45,no,$yes$,Bill gave the milk.
46,yes,$no$,Bill gave the milk to Mary.
47,no,$no$,Bill gave the football to Mary.
48,yes,$yes$,Jeff gave the milk to Bill.
49,no,$yes$,Jeff gave the football to Bill.
50,yes,$yes$,Jeff gave the football to Fred.
51,no,$yes$,Jeff gave the apple to Fred.
52,yes,$yes$,Mary gave the football.
53,no,$yes$,Fred gave the football.
54,yes,$yes$,Mary gave the apple to Bill.
55,no,$yes$,Jeff gave the apple to Bill.
56,yes,$yes$,Fred received the apple.
