,target,output,question
0,yes,$no$,Mary is carrying one object.
1,no,$no$,Mary is carrying three objects.
2,yes,$yes$,Mary is carrying no object.
3,no,$no$,Mary is carrying one object.
4,yes,$yes$,Sandra is carrying one object.
5,no,$yes$,Sandra is carrying two objects.
6,yes,$no$,Mary is carrying one object.
7,no,$no$,Mary is carrying no object.
8,yes,$no$,Mary is carrying no object.
9,no,$no$,Mary is carrying one object.
10,yes,$yes$,Sandra is carrying one object.
11,no,$yes$,Sandra is carrying no object.
12,yes,$no$,Sandra is carrying no object.
13,no,$no$,Sandra is carrying three objects.
14,yes,$no$,Daniel is carrying no object.
15,no,$no$,Daniel is carrying three objects.
16,yes,$no$,Mary is carrying one object.
17,no,$no$,Mary is carrying two objects.
18,yes,$no$,Mary is carrying no object.
19,no,$no$,Mary is carrying one object.
20,yes,$yes$,John is carrying one object.
21,no,$no$,John is carrying three objects.
22,yes,$no$,Mary is carrying no object.
23,no,$no$,Mary is carrying one object.
24,yes,$no$,Mary is carrying no object.
25,no,$no$,Mary is carrying three objects.
26,yes,$yes$,Daniel is carrying one object.
27,no,$no$,Daniel is carrying two objects.
28,yes,$no$,John is carrying one object.
29,no,$no$,John is carrying three objects.
30,yes,$no$,Daniel is carrying no object.
31,no,$no$,Daniel is carrying two objects.
32,yes,$no$,Mary is carrying no object.
33,no,$no$,Mary is carrying two objects.
34,yes,$yes$,Daniel is carrying one object.
35,no,$no$,Daniel is carrying two objects.
36,yes,$no$,John is carrying no object.
37,no,$yes$,John is carrying two objects.
38,yes,$no$,Mary is carrying one object.
39,no,$no$,Mary is carrying three objects.
40,yes,$yes$,Daniel is carrying one object.
41,no,$no$,Daniel is carrying three objects.
42,yes,$yes$,John is carrying one object.
43,no,$no$,John is carrying three objects.
44,yes,$yes$,John is carrying one object.
45,no,$no$,John is carrying three objects.
46,yes,$no$,John is carrying two objects.
47,no,$yes$,John is carrying one object.
48,yes,$no$,Sandra is carrying one object.
49,no,$no$,Sandra is carrying three objects.
50,yes,$yes$,Sandra is carrying no object.
51,no,$yes$,Sandra is carrying one object.
52,yes,$no$,Mary is carrying one object.
53,no,$no$,Mary is carrying three objects.
54,yes,$yes$,John is carrying one object.
55,no,$no$,John is carrying three objects.
56,yes,$no$,John is carrying no object.
57,no,$no$,John is carrying three objects.
58,yes,$yes$,John is carrying no object.
59,no,$yes$,John is carrying one object.
60,yes,$no$,Mary is carrying no object.
61,no,$no$,Mary is carrying one object.
62,yes,$no$,Sandra is carrying one object.
63,no,$no$,Sandra is carrying two objects.
64,yes,$no$,Sandra is carrying one object.
65,no,$yes$,Sandra is carrying two objects.
