,target,output,question
0,yes,$yes$,To the east of the bathroom is the bedroom.
1,no,$yes$,To the east of the bathroom is the kitchen.
2,yes,$yes$,To the south of the fice is the kitchen.
3,no,$yes$,To the south of the fice is the bedroom.
4,yes,$yes$,To the north of the fice is the garden.
5,no,$yes$,To the north of the fice is the hallway.
6,yes,$yes$,To the north of the bedroom is the garden.
7,no,$yes$,To the north of the bedroom is the kitchen.
8,yes,$yes$,To the south of the bathroom is the garden.
9,no,$yes$,To the south of the bathroom is the office.
10,yes,$yes$,To the north of the bedroom is the office.
11,no,$yes$,To the north of the bedroom is the bedroom.
12,yes,$yes$,To the north of the garden is the bathroom.
13,no,$yes$,To the north of the garden is the garden.
14,yes,$no$,To the west of the fice is the bedroom.
15,no,$yes$,To the west of the fice is the hallway.
16,yes,"Statement: To the south of the garden is the kitchen.

$yes$",To the south of the garden is the kitchen.
17,no,$yes$,To the south of the garden is the garden.
18,yes,$yes$,To the north of the hallway is the bathroom.
19,no,$yes$,To the north of the hallway is the kitchen.
20,yes,$yes$,To the south of the hallway is the bedroom.
21,no,$yes$,To the south of the hallway is the kitchen.
22,yes,$yes$,To the east of the bedroom is the office.
23,no,$yes$,To the east of the bedroom is the bedroom.
24,yes,"Statement: The garden is north of the kitchen.
Answer: $no$",To the north of the garden is the hallway.
25,no,"Statement: The garden is north of the kitchen.
Answer: $no$",To the north of the garden is the kitchen.
26,yes,$yes$,To the west of the garden is the bedroom.
27,no,$yes$,To the west of the garden is the kitchen.
28,yes,$yes$,To the east of the bathroom is the hallway.
29,no,$yes$,To the east of the bathroom is the bathroom.
30,yes,$no$,To the west of the fice is the bathroom.
31,no,$yes$,To the west of the fice is the office.
32,yes,$yes$,To the west of the bedroom is the bathroom.
33,no,$yes$,To the west of the bedroom is the bedroom.
34,yes,$yes$,To the north of the hallway is the kitchen.
35,no,$yes$,To the north of the hallway is the hallway.
36,yes,$yes$,To the south of the kitchen is the bathroom.
37,no,$yes$,To the south of the kitchen is the office.
38,yes,$yes$,To the south of the bedroom is the office.
39,no,$yes$,To the south of the bedroom is the bathroom.
40,yes,$yes$,To the west of the hallway is the bedroom.
41,no,$yes$,To the west of the hallway is the office.
42,yes,$yes$,To the east of the bedroom is the office.
43,no,$yes$,To the east of the bedroom is the kitchen.
44,yes,$yes$,To the south of the hallway is the bedroom.
45,no,$yes$,To the south of the hallway is the office.
46,yes,$no$,To the west of the bedroom is the kitchen.
47,no,$yes$,To the west of the bedroom is the office.
48,yes,$yes$,To the south of the bathroom is the bedroom.
49,no,$yes$,To the south of the bathroom is the hallway.
50,yes,The hallway is east of the bathroom.,To the west of the bathroom is the hallway.
51,no,The bedroom is east of the bathroom. $yes$,To the west of the bathroom is the bedroom.
52,yes,$no$,To the south of the hallway is the office.
53,no,$yes$,To the south of the hallway is the garden.
54,yes,$no$,To the east of the fice is the bedroom.
55,no,$no$,To the east of the fice is the office.
56,yes,$yes$,To the west of the bathroom is the garden.
57,no,$yes$,To the west of the bathroom is the office.
58,yes,$yes$,To the north of the garden is the kitchen.
59,no,$yes$,To the north of the garden is the bathroom.
60,yes,$yes$,To the east of the garden is the office.
61,no,$yes$,To the east of the garden is the bedroom.
62,yes,$yes$,To the south of the hallway is the bathroom.
63,no,$yes$,To the south of the hallway is the garden.
64,yes,$yes$,To the east of the fice is the garden.
65,no,$yes$,To the east of the fice is the office.
66,yes,$yes$,To the south of the hallway is the bedroom.
67,no,$yes$,To the south of the hallway is the bathroom.
68,yes,$yes$,To the east of the hallway is the garden.
69,no,$yes$,To the east of the hallway is the bedroom.
70,yes,$yes$,To the south of the hallway is the kitchen.
71,no,$yes$,To the south of the hallway is the office.
72,yes,The bathroom is east of the kitchen.,To the west of the kitchen is the bathroom.
73,no,"Statement: To the west of the kitchen is the bathroom.

$no$",To the west of the kitchen is the bedroom.
74,yes,$no$,To the west of the bathroom is the kitchen.
75,no,$yes$,To the west of the bathroom is the garden.
76,yes,"Statement: To the south of the garden is the bathroom.

Answer: $no$",To the south of the garden is the bathroom.
77,no,$yes$,To the south of the garden is the bedroom.
78,yes,$no$,To the south of the garden is the bedroom.
79,no,$no$,To the south of the garden is the hallway.
