,target,output,question
0,yes,yes,The football is in the kitchen.
1,no,yes,The football is in the garden.
2,yes,yes,The milk is in the garden.
3,no,yes,The milk is in the bedroom.
4,yes,$yes$,The apple is in the bedroom.
5,no,$yes$,The apple is in the office.
6,yes,yes,The apple is in the bedroom.
7,no,yes,The apple is in the office.
8,yes,yes,The apple is in the kitchen.
9,no,yes,The apple is in the hallway.
10,yes,yes,The apple is in the hallway.
11,no,yes,The apple is in the bathroom.
12,yes,yes,The milk is in the kitchen.
13,no,yes,The milk is in the hallway.
14,yes,yes,The milk is in the garden.
15,no,yes,The milk is in the hallway.
16,yes,yes,The milk is in the bedroom.
17,no,yes,The milk is in the hallway.
18,yes,$yes$,The milk is in the bathroom.
19,no,$yes$,The milk is in the bedroom.
20,yes,$yes$,The football is in the bathroom.
21,no,$yes$,The football is in the office.
22,yes,$no$,The milk is in the bedroom.
23,no,$no$,The milk is in the garden.
24,yes,$yes$,The apple is in the bathroom.
25,no,$yes$,The apple is in the bedroom.
26,yes,$yes$,The football is in the kitchen.
27,no,$yes$,The football is in the bathroom.
28,yes,$yes$,The apple is in the bedroom.
29,no,$yes$,The apple is in the hallway.
30,yes,yes,The apple is in the garden.
31,no,yes,The apple is in the kitchen.
32,yes,$yes$,The football is in the bedroom.
33,no,$yes$,The football is in the bathroom.
34,yes,$yes$,The apple is in the bedroom.
35,no,$yes$,The apple is in the bathroom.
36,yes,$yes$,The milk is in the garden.
37,no,$yes$,The milk is in the kitchen.
38,yes,$yes$,The milk is in the garden.
39,no,$yes$,The milk is in the office.
40,yes,yes,The apple is in the office.
41,no,yes,The apple is in the garden.
42,yes,$yes$,The milk is in the bedroom.
43,no,yes,The milk is in the bathroom.
44,yes,yes,The milk is in the garden.
45,no,yes,The milk is in the office.
46,yes,yes,The milk is in the bathroom.
47,no,yes,The milk is in the kitchen.
48,yes,$yes$,The apple is in the office.
49,no,$yes$,The apple is in the kitchen.
50,yes,The football is in the garden.,The football is in the garden.
51,no,The football is in the hallway.,The football is in the hallway.
52,yes,$yes$,The football is in the garden.
53,no,$yes$,The football is in the bathroom.
54,yes,yes,The apple is in the bedroom.
55,no,yes,The apple is in the bathroom.
56,yes,yes,The apple is in the hallway.
57,no,yes,The apple is in the bathroom.
58,yes,$yes$,The apple is in the hallway.
59,no,$yes$,The apple is in the garden.
60,yes,yes,The apple is in the hallway.
61,no,yes,The apple is in the garden.
62,yes,$yes$,The football is in the garden.
63,no,$yes$,The football is in the office.
64,yes,$no$,The apple is in the hallway.
65,no,$yes$,The apple is in the garden.
66,yes,yes,The football is in the kitchen.
67,no,yes,The football is in the bedroom.
68,yes,yes,The milk is in the hallway.
69,no,The milk is in the hallway.,The milk is in the kitchen.
70,yes,The apple is in the kitchen.,The apple is in the kitchen.
71,no,The apple is in the garden.,The apple is in the garden.
